cook-time,cuisine,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
12 mins,american,['Freezable'], Easy ,"Heat oven to 180C/160C fan/gas 4. Line 2-3 baking sheets with baking parchment. Put the butter and sugar in a food processor and whizz until light and fluffy. Add the egg and vanilla, and mix well. Sift together the flour and custard powder, then tip into the bowl and pulse to mix into a dough. Scrape out the food processor and work the chocolate in by hand.
Roll the dough into balls a little smaller than a walnut, then place on the baking sheets, a little apart to allow for spreading. Press each biscuit down lightly with your fingers.
Bake for 12-15 mins until lightly golden. Remove and cool on a wire rack.",Custard & white chocolate biscuits,"['140g butter, softened', '175g caster sugar', '1 egg', '½ tsp vanilla extract', '225g self-raising flour', '85g custard powder', '85g white chocolate, chopped into small chunks']",https://www.bbcgoodfood.com/recipes/2198644/custard-and-white-chocolate-biscuits,A chocolate chip cookie and custard cream in one - super-simple and they'll keep in the biscuit tin for a fortnight,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967621_11.jpg?itok=XPdm4ri0,15 mins,5
15 mins,american,no info, Easy ,"Mix the slaw ingredients together with some seasoning, then set aside. This can be done up to a day in advance and chilled. Bring a large pan of water to the boil, then cook the corn cobs for 8-10 mins until tender and cooked through.
Heat the grill to high. Pour the flour, egg and breadcrumbs out onto separate plates. Dip the chicken into the flour, then the egg, then coat in the breadcrumbs. Lay the chicken onto a baking sheet and grill for 2 mins on each side or until crispy and cooked through. Serve the crispy chicken with the slaw and corn cobs, and a bowl of barbecue sauce to dunk on the side.",Crispy chicken & apple slaw,"['½ white cabbage, shredded', '½ small onion, finely sliced', '4 celery sticks, sliced', '2 Granny Smith apples, quartered, cored and thinly sliced', '1 tbsp white wine vinegar', '200g pot fat-free Greek yogurt', '2 cooked chicken breasts, thinly sliced', '2 tbsp plain flour', '1 egg, beaten', '100g garlic and herb dried breadcrumb', '4 frozen corn cobs', 'barbecue sauce, to serve']",https://www.bbcgoodfood.com/recipes/1897722/crispy-chicken-and-apple-slaw,Breaded chicken needn't be greasy - this oven-baked version with vegetable accompaniments is diet-friendly,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--870478_11.jpg?itok=wCE1hOTH,15 mins,4
25 mins,american,no info, Easy ,"Heat oven to 220C/200C fan/gas 7. Put the chipolatas, peppers, onion and garlic in a large roasting tin and roast for 25-30 mins or until the sausages are cooked through and the vegetables are starting to caramelise. Gently shake the tin a few times during cooking to help everything to roast evenly.
When the sausages are almost cooked, warm the cheese sauce following pack instructions and put the rolls in the oven for 4-5 mins to warm through.
Take the sausages and vegetables out of the oven. Lightly crush the garlic cloves with the back of a spoon to release the cooked garlic, discard the skin and give everything a stir. Season and cut a slit in the rolls, then pile in the sausages, veg and garlic. Spoon in the cheese sauce and serve immediately.",Philly-style cheese dogs,"['12 chipolatas', '2 green peppers, sliced', '1 onion, cut into wedges', '3 garlic cloves, unpeeled', '230g pack ready-made cheese sauce', '4 large hot dog buns (we used submarine rolls)']",https://www.bbcgoodfood.com/recipes/philly-style-cheese-dogs,"Sausage sandwiches with an American twist - load up hot dog buns with chipolatas, caramelised onions, roasted peppers and a creamy cheese sauce",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/philly-style-cheese-dogs.jpg?itok=fDUREP22,5 mins,0
30 mins,american,['Vegetarian'], Easy ,"Heat oven to 200C/180C fan/gas 6. Put the flour in a large sealable plastic bag. Season, then tip in the onion and shake well. Whisk the egg whites until foamy, add the onions and stir to coat.
Lightly oil a baking sheet. Add the seasoning and breadcrumbs to the bag; then, working in batches, add the eggy onion rings and coat in the crumbs. Arrange onion rings, in a single layer, on the baking sheet and cook for 25-30 mins, turning halfway through, until the onion is tender and the crumbs are golden.",Crispy Cajun onion rings,"['50g plain flour', '1 large onion, cut into 1cm slices, rings separated', '2 egg whites', 'olive oil, for greasing', '2 tsp Cajun seasoning', '100g breadcrumb']",https://www.bbcgoodfood.com/recipes/1897705/crispy-cajun-onion-rings,"For a simple side, try oven baking breaded onion rings rather than frying to dramatically cut the fat content",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--879526_11.jpg?itok=1CGYBTwC,10 mins,4
1 hr,american,no info, Easy ,"In a large bowl, mix together the garlic, olive oil, cider vinegar, paprika, Worcestershire sauce, celery salt, hot sauce, honey and a couple of cracks of black pepper. Add the chicken wings and toss around to make sure they’re fully covered in the marinade. If you have time, leave the wings to marinate for a couple of hrs in the fridge or ideally overnight.
Heat oven to 180C/160C fan/gas 4. Drain and reserve the marinade, then spread the wings out on a very large baking tray. Bake for 30 mins, then pour off the excess oil, add the reserved marinade and toss well. Increase oven to 200C/180C fan/ gas 6. Return to the oven and cook for a further 30 mins, tossing a few times to coat in the glaze as they cook. They should be sticky and glazed with most of the marinade evaporated. Serve on a large platter alongside other party snacks.",Baked buffalo chicken wings,"['3 garlic cloves, crushed', '2 tbsp olive oil', '3 tbsp cider vinegar', '1 tbsp paprika', '1 tbsp Worcestershire sauce', '2 tsp celery salt', ""4 tbsp pepper sauce (we used Frank's hot sauce)"", '3 tbsp honey', '1½ kg chicken wing, halved at the joint']",https://www.bbcgoodfood.com/recipes/1803651/baked-buffalo-chicken-wings,"Sticky spiced wings make great finger food or canapés, and this version skips the deep-fried stage so they're healthier",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--837550_11.jpg?itok=m_xVCCIN,10 mins,5
5 mins,american,['Freeze up to two months'], Easy ,"Oil and line a 20cm round loose- bottomed cake tin with cling film, making it as smooth as possible. Melt the butter in a pan. Crush the biscuits by bashing them in a bag with a rolling pin, then stir them into the butter until very well coated. Press the mixture firmly into the base of the tin and chill.
Soak the gelatine in water while you make the filling. Tip the ricotta into a bowl, then beat in the peanut butter and syrup. Ricotta has a slightly grainy texture so blitz until smooth with a stick blender for a smoother texture if you prefer.
Take the soaked gelatine from the water and squeeze dry. Put it into a pan with the milk and heat very gently until the gelatine dissolves. Beat into the peanut mixture, then tip onto the biscuit base. Chill until set.
To freeze, leave in the tin and as soon as it is solid, cover the surface with cling film, then wrap the tin with cling film and foil.
To defrost, thaw in the fridge overnight.
To serve, carefully remove from the tin. Whisk the cream with the sugar until it holds its shape, then spread on top of the cheesecake and scatter with the peanut brittle.",Peanut butter cheesecake,"['50g butter', '175g pack peanut cookies', '5 gelatine leaves', '500g tub ricotta', '175g smooth peanut butter', '175g golden syrup', '150ml milk', '270ml pot double cream', '2 tbsp soft brown sugar', '1 bar peanut brittle, crushed']",https://www.bbcgoodfood.com/recipes/1759649/peanut-butter-cheesecake,This irresistible cheesecake is the perfect indulgence for peanut butter fans - freeze for up to two months and serve as a show-stopping dinner party dessert,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--816579_11.jpg?itok=te2n0dhI,30 mins,5
1 hr,american,no info, Easy ,"Heat oven to 160C/140C fan/ gas 3. Place the ribs in a large bowl, then toss with the spice mix so they’re covered all over. Place a wire rack in a roasting pan and arrange the ribs in a layer, then cook for 1 hour, until browned and tender.
Meanwhile, to make the glaze, place the ketchups, soy sauce, honey, teriyaki and whiskey, if using, into a pan, stir well and bring the mixture to a simmer. Simmer for 5 mins until thickened and sticky, then remove from the heat.
When the ribs are done, remove from the oven and increase the heat to 200C/180C fan/ gas 6. Using a pair of tongs, dip each rib in the glaze, then return to the rack. Place back in the oven and cook for 10 mins. Remove from oven, dip into the glaze again, then return to the oven for another 10-12 mins until sticky. Serve hot with the autumn slaw (see below), chips if you want, and a big pile of napkins.",Sticky glazed ribs,"['2kg spare ribs, cut into individual ribs', '2 tbsp barbecue spice mix', '150g tomato ketchup', '140g chilli ketchup', '3 tbsp soy sauce', '140g runny honey', '3 tbsp teriyaki sauce', '4 tbsp bourbon whiskey']",https://www.bbcgoodfood.com/recipes/1663640/sticky-glazed-ribs,Treat your guests to these gloriously sticky ribs for a finger-licking lunch,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--776589_10.jpg?itok=YlPfC_zo,5 mins,5
30 mins,american,['Healthy'], Easy ,"Put the onion, white part of the leek and carrots in a large pan and pour on a few tbsp of the stock. Cook over a medium heat for about 10 mins, stirring regularly until soft. Add a splash more stock if the vegetables start to stick.
Add the potato, green leek and most of the stock, and simmer for 10-15 mins, until the potato is tender. Tip in the sweetcorn and crab meat, then cook for a further 1-2 mins. Remove from the heat and stir in the crème fraîche and some seasoning. Add the rest of the stock if the soup is too thick. Sprinkle with the chives and serve with brown bread, if you like.",Crab & sweetcorn chowder,"['1 onion, finely chopped', '1 leek, green and white parts separated and sliced', '2 carrots, chopped', '850ml-1 litre/1½ pints - 1¾ pints low-sodium chicken or vegetable stock', '1 large potato, diced', '175g/ 6oz frozen sweetcorn', '170g can white crabmeat, drained', '4 tbsp light crème fraîche', '1 tsp chopped chives']",https://www.bbcgoodfood.com/recipes/1658637/crab-and-sweetcorn-chowder,This low-fat soup is packed with flavour and so simple to cook,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--776494_11.jpg?itok=aO1Rmsdc,5 mins,4
20 mins,american,['unbaked'], Easy ,"Heat oven to 180C/160C fan/gas 4. Tip the butter and sugar into a large mixing bowl, beat until combined, then stir in the yolks and vanilla. Tip in the flour, baking powder, chocolate chips, a pinch of sea salt and any other fillings you want to add. Mix until a crumbly dough forms.
Lightly butter a 25cm ovenproof frying pan. Spoon in and flatten the cookie mixture. For a gooey dessert, bake for 20 mins, leave to rest for 5 mins, then scoop straight from the pan and serve with ice cream, if you like. For a firmer cookie you can cut, bake for 30 mins, then leave to cool completely before cutting into wedges.",Giant cookie,"['200g butter at room temperature, plus extra for the pan', '250g light brown sugar', '2 egg yolks', '½ tsp vanilla extract', '275g plain flour', '1 tsp baking powder', '150g chocolate chips', '100g other cookie fillings, such as pretzels, chopped nuts, pieces of fudge or toffee, marshmallows', 'vanilla ice cream, to serve (optional)']",https://www.bbcgoodfood.com/recipes/giantcookie,"Get baking with the kids who'll love this giant cookie that they can adapt with their favourite treats like marshmallows, pretzels, nuts, toffee or fudge",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2017/05/giant-kids-can-make-cookie.jpg?itok=4RbKXSEM,15 mins,4
20 mins,american,no info, Easy ,"Heat oven to 190C/170C fan/gas 5. Butter a wide shallow ovenproof dish. Blend the cornflour with the orange zest and juice, and put in a large pan with the sugar. Halve, stone and slice the peaches and add to the pan. Bring slowly to the boil, stirring gently until the sauce is shiny and thickened, about 3-4 mins. Remove from the heat, stir in the blueberries and tip into the prepared dish.
Tip the flour into a mixing bowl and add the 50g butter. Rub the butter into the flour until it resembles fine breadcrumbs, then stir in half the sugar. Mix the remaining sugar with the cinnamon and set aside.
Add the milk to the dry ingredients and mix to a soft dough. Turn out onto a lightly floured surface and knead briefly. Roll out to an oblong roughly 16 x 24cm. Brush with melted butter and sprinkle evenly with the spicy sugar. Roll up from one long side and cut into 12 slices. Arrange around the top of the dish, leaving the centre uncovered.
Bake for 20-25 mins, until the topping is crisp and golden. Serve warm.",Peach & blueberry grunt,"['1 tbsp cornflour', 'juice 2 oranges and zest from ½', '2 tbsp caster sugar', '6 ripe peaches', '250g blueberry', '200g self-raising flour', '50g butter, cut into small pieces, plus 15g/½oz, melted', '100g light muscovado sugar', '1 tsp ground cinnamon', '5-6 tbsp milk']",https://www.bbcgoodfood.com/recipes/1553651/peach-and-blueberry-grunt,"A cobbler-esque American favourite - this grunt has a bit of hidden sugar and spice, and is very very nice!",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--703486_10.jpg?itok=Czm9GG_M,35 mins,5
